nu,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10,u_11,u_12,u_13,u_14,u_15,u_16,u_17,u_18,u_19,u_20,u_21,u_22,u_23,u_24
0.001,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.354181331,0.5821232837,-0.1056958435,-0.2230657638,1.523188312,1.579607507,0.7733197514,0.1273397857,0,1.300122548,1.315493412,0.5255470712,-0.09356820621,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.003,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.354833576,0.5825521681,-0.1055413962,-0.2230657638,1.523188312,1.580753296,0.7748067921,0.1288042073,0,1.300122548,1.317098884,0.5278803832,-0.09228066853,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.005,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.355477951,0.5829809599,-0.1053781623,-0.2230657638,1.523188312,1.581888496,0.7762831949,0.1302475192,0,1.300122548,1.318675994,0.5301585445,-0.09103361221,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.007,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.356114676,0.583409665,-0.105206701,-0.2230657638,1.523188312,1.583013162,0.7777485928,0.1316697947,0,1.300122548,1.320225352,0.5323832442,-0.089825577,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.009,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.356743961,0.583838276,-0.1050275463,-0.2230657638,1.523188312,1.584127345,0.7792026557,0.1330711302,0,1.300122548,1.321747557,0.5345561059,-0.08865516335,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.011,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.357366004,0.584266774,-0.1048412086,-0.2230657638,1.523188312,1.585231102,0.7806450874,0.1344516429,0,1.300122548,1.323243196,0.5366786919,-0.0875210296,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.013,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.357980994,0.5846951298,-0.1046481748,-0.2230657638,1.523188312,1.586324488,0.7820756235,0.1358114688,0,1.300122548,1.324712839,0.5387525052,-0.08642188919,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.015,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.35858911,0.5851233058,-0.1044489095,-0.2230657638,1.523188312,1.58740756,0.7834940294,0.1371507606,0,1.300122548,1.326157048,0.5407789925,-0.08535650815,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.017,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.359190523,0.585551257,-0.1042438558,-0.2230657638,1.523188312,1.588480374,0.784900098,0.1384696862,0,1.300122548,1.327576369,0.5427595471,-0.08432370265,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.019,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.359785395,0.5859789323,-0.104033436,-0.2230657638,1.523188312,1.58954299,0.7862936479,0.1397684268,0,1.300122548,1.328971337,0.5446955109,-0.08332233668,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.021,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.360373878,0.5864062754,-0.1038180523,-0.2230657638,1.523188312,1.590595467,0.7876745216,0.1410471757,0,1.300122548,1.330342474,0.5465881771,-0.08235131985,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.023,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.36095612,0.5868332257,-0.1035980879,-0.2230657638,1.523188312,1.591637866,0.7890425842,0.1423061367,0,1.300122548,1.331690291,0.5484387922,-0.08140960533,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.025,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.36153226,0.5872597195,-0.1033739073,-0.2230657638,1.523188312,1.59267025,0.7903977211,0.1435455231,0,1.300122548,1.333015285,0.5502485579,-0.08049618785,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.027,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.36210243,0.5876856903,-0.1031458573,-0.2230657638,1.523188312,1.593692683,0.7917398374,0.1447655562,0,1.300122548,1.334317945,0.5520186334,-0.07961010186,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.029,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.362666755,0.5881110695,-0.1029142677,-0.2230657638,1.523188312,1.594705228,0.7930688561,0.1459664644,0,1.300122548,1.335598744,0.5537501371,-0.07875041971,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.031,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.363225357,0.5885357873,-0.1026794521,-0.2230657638,1.523188312,1.595707951,0.7943847169,0.1471484825,0,1.300122548,1.336858146,0.5554441483,-0.07791624997,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.033,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.363778349,0.5889597729,-0.1024417083,-0.2230657638,1.523188312,1.59670092,0.795687375,0.1483118502,0,1.300122548,1.338096605,0.5571017089,-0.07710673583,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.035,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.364325842,0.5893829551,-0.1022013189,-0.2230657638,1.523188312,1.597684203,0.7969768001,0.1494568118,0,1.300122548,1.339314562,0.5587238252,-0.07632105356,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.037,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.364867938,0.5898052627,-0.1019585526,-0.2230657638,1.523188312,1.598657868,0.7982529754,0.1505836151,0,1.300122548,1.340512448,0.5603114688,-0.07555841108,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.039,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.365404739,0.5902266248,-0.1017136639,-0.2230657638,1.523188312,1.599621986,0.7995158964,0.1516925111,0,1.300122548,1.341690686,0.5618655789,-0.07481804655,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.041,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.365936338,0.5906469709,-0.1014668945,-0.2230657638,1.523188312,1.600576628,0.8007655704,0.1527837527,0,1.300122548,1.342849686,0.5633870628,-0.07409922706,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.043,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.366462828,0.5910662318,-0.1012184732,-0.2230657638,1.523188312,1.601521866,0.802002015,0.1538575951,0,1.300122548,1.343989848,0.5648767978,-0.0734012474,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.045,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.366984295,0.5914843392,-0.1009686169,-0.2230657638,1.523188312,1.602457773,0.8032252582,0.1549142942,0,1.300122548,1.345111565,0.5663356322,-0.07272342885,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.047,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.367500824,0.5919012261,-0.1007175311,-0.2230657638,1.523188312,1.603384423,0.8044353367,0.1559541068,0,1.300122548,1.346215219,0.5677643863,-0.07206511805,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.049,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.368012494,0.5923168269,-0.1004654102,-0.2230657638,1.523188312,1.60430189,0.805632296,0.15697729,0,1.300122548,1.347301183,0.5691638537,-0.07142568594,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.051,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.368519382,0.592731078,-0.1002124381,-0.2230657638,1.523188312,1.60521025,0.8068161894,0.1579841008,0,1.300122548,1.34836982,0.5705348025,-0.0708045267,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.053,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.369021563,0.5931439172,-0.09995878869,-0.2230657638,1.523188312,1.606109578,0.8079870772,0.1589747957,0,1.300122548,1.349421486,0.571877976,-0.0702010568,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.055,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.369519108,0.5935552843,-0.09970462637,-0.2230657638,1.523188312,1.606999951,0.8091450266,0.1599496302,0,1.300122548,1.350456528,0.5731940936,-0.06961471407,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.057,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.370012085,0.5939651211,-0.09945010636,-0.2230657638,1.523188312,1.607881447,0.8102901107,0.1609088589,0,1.300122548,1.351475284,0.5744838524,-0.06904495676,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.059,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.370500561,0.5943733713,-0.09919537518,-0.2230657638,1.523188312,1.608754142,0.8114224083,0.1618527348,0,1.300122548,1.352478085,0.575747927,-0.06849126279,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.061,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.370984599,0.5947799806,-0.09894057108,-0.2230657638,1.523188312,1.609618114,0.8125420032,0.1627815095,0,1.300122548,1.353465253,0.5769869712,-0.06795312882,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.063,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.371464261,0.5951848971,-0.09868582438,-0.2230657638,1.523188312,1.610473443,0.8136489841,0.1636954325,0,1.300122548,1.354437104,0.5782016186,-0.06743006961,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.065,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.371939607,0.5955880706,-0.09843125787,-0.2230657638,1.523188312,1.611320206,0.8147434439,0.1645947513,0,1.300122548,1.355393944,0.579392483,-0.06692161716,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.067,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.372410694,0.5959894533,-0.09817698717,-0.2230657638,1.523188312,1.612158483,0.8158254792,0.1654797113,0,1.300122548,1.356336073,0.5805601595,-0.06642732011,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.069,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.372877577,0.5963889994,-0.09792312104,-0.2230657638,1.523188312,1.612988352,0.8168951904,0.1663505553,0,1.300122548,1.357263786,0.5817052251,-0.06594674301,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.071,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.373340312,0.5967866653,-0.09766976174,-0.2230657638,1.523188312,1.613809893,0.817952681,0.1672075237,0,1.300122548,1.358177368,0.5828282394,-0.0654794657,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.073,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.373798951,0.5971824096,-0.09741700533,-0.2230657638,1.523188312,1.614623186,0.8189980572,0.168050854,0,1.300122548,1.359077098,0.5839297449,-0.0650250827,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.075,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.374253545,0.5975761927,-0.09716494195,-0.2230657638,1.523188312,1.61542831,0.8200314279,0.1688807814,0,1.300122548,1.359963249,0.5850102682,-0.06458320264,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.077,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.374704142,0.5979679774,-0.09691365615,-0.2230657638,1.523188312,1.616225345,0.8210529044,0.1696975377,0,1.300122548,1.360836089,0.58607032,-0.06415344767,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.079,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.375150792,0.5983577283,-0.09666322711,-0.2230657638,1.523188312,1.61701437,0.8220625998,0.1705013522,0,1.300122548,1.361695876,0.5871103961,-0.06373545297,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.081,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.375593542,0.5987454122,-0.09641372894,-0.2230657638,1.523188312,1.617795465,0.8230606292,0.1712924508,0,1.300122548,1.362542866,0.5881309776,-0.06332886619,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.083,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.376032438,0.5991309977,-0.09616523092,-0.2230657638,1.523188312,1.618568709,0.824047109,0.1720710565,0,1.300122548,1.363377306,0.5891325317,-0.06293334701,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.085,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.376467523,0.5995144555,-0.09591779771,-0.2230657638,1.523188312,1.619334183,0.8250221572,0.1728373893,0,1.300122548,1.36419944,0.5901155118,-0.06254856667,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.087,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.376898842,0.5998957581,-0.09567148964,-0.2230657638,1.523188312,1.620091964,0.8259858928,0.1735916659,0,1.300122548,1.365009504,0.5910803586,-0.06217420749,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.089,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.377326438,0.6002748797,-0.09542636286,-0.2230657638,1.523188312,1.620842132,0.8269384359,0.1743340997,0,1.300122548,1.365807731,0.5920274997,-0.06180996248,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.091,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.377750352,0.6006517967,-0.09518246959,-0.2230657638,1.523188312,1.621584765,0.8278799072,0.175064901,0,1.300122548,1.366594345,0.5929573508,-0.06145553492,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.093,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.378170625,0.6010264868,-0.09493985831,-0.2230657638,1.523188312,1.622319943,0.828810428,0.1757842769,0,1.300122548,1.367369569,0.5938703158,-0.06111063796,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.095,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.378587297,0.6013989298,-0.09469857392,-0.2230657638,1.523188312,1.623047744,0.8297301204,0.1764924312,0,1.300122548,1.368133618,0.594766787,-0.06077499428,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.097,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.379000408,0.6017691069,-0.09445865796,-0.2230657638,1.523188312,1.623768245,0.8306391064,0.1771895643,0,1.300122548,1.368886704,0.5956471459,-0.06044833568,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.099,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.379409995,0.602137001,-0.09422014878,-0.2230657638,1.523188312,1.624481525,0.8315375086,0.1778758737,0,1.300122548,1.369629033,0.5965117632,-0.0601304028,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.101,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.379816097,0.6025025966,-0.09398308167,-0.2230657638,1.523188312,1.62518766,0.8324254493,0.1785515533,0,1.300122548,1.370360807,0.5973609993,-0.05982094474,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.103,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.38021875,0.6028658795,-0.09374748904,-0.2230657638,1.523188312,1.625886727,0.8333030511,0.179216794,0,1.300122548,1.371082223,0.5981952048,-0.05951971877,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.105,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.380617991,0.6032268374,-0.09351340058,-0.2230657638,1.523188312,1.626578803,0.8341704362,0.1798717832,0,1.300122548,1.371793474,0.5990147206,-0.05922649004,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.107,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.381013856,0.6035854588,-0.09328084336,-0.2230657638,1.523188312,1.627263964,0.8350277267,0.1805167055,0,1.300122548,1.372494749,0.5998198781,-0.05894103124,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.109,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.38140638,0.6039417342,-0.09304984202,-0.2230657638,1.523188312,1.627942285,0.8358750444,0.1811517418,0,1.300122548,1.373186231,0.6006109998,-0.05866312241,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.111,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.381795598,0.6042956549,-0.09282041885,-0.2230657638,1.523188312,1.628613842,0.8367125105,0.1817770704,0,1.300122548,1.373868101,0.6013883997,-0.05839255059,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.113,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.382181543,0.6046472138,-0.09259259397,-0.2230657638,1.523188312,1.629278709,0.8375402459,0.1823928659,0,1.300122548,1.374540536,0.6021523829,-0.0581291096,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.115,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.38256425,0.6049964048,-0.09236638538,-0.2230657638,1.523188312,1.62993696,0.8383583708,0.1829993003,0,1.300122548,1.375203707,0.6029032468,-0.05787259983,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.117,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.382943751,0.6053432231,-0.09214180911,-0.2230657638,1.523188312,1.630588669,0.8391670049,0.1835965421,0,1.300122548,1.375857784,0.6036412803,-0.05762282793,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.119,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.383320079,0.605687665,-0.09191887933,-0.2230657638,1.523188312,1.63123391,0.8399662672,0.1841847571,0,1.300122548,1.37650293,0.6043667652,-0.05737960666,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.121,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.383693266,0.6060297279,-0.09169760844,-0.2230657638,1.523188312,1.631872753,0.8407562757,0.1847641079,0,1.300122548,1.377139309,0.6050799755,-0.05714275463,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.123,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.384063344,0.6063694101,-0.09147800717,-0.2230657638,1.523188312,1.632505273,0.841537148,0.1853347541,0,1.300122548,1.377767077,0.6057811782,-0.05691209609,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.125,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.384430345,0.6067067111,-0.09126008467,-0.2230657638,1.523188312,1.633131539,0.8423090006,0.1858968525,0,1.300122548,1.378386388,0.606470633,-0.05668746076,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.127,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.384794298,0.6070416312,-0.09104384858,-0.2230657638,1.523188312,1.633751623,0.843071949,0.1864505568,0,1.300122548,1.378997394,0.6071485933,-0.05646868364,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.129,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.385155235,0.6073741717,-0.09082930516,-0.2230657638,1.523188312,1.634365595,0.8438261082,0.1869960181,0,1.300122548,1.379600243,0.6078153055,-0.05625560478,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.131,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.385513187,0.6077043347,-0.09061645933,-0.2230657638,1.523188312,1.634973525,0.8445715917,0.1875333845,0,1.300122548,1.38019508,0.6084710099,-0.05604806916,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.133,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.385868181,0.6080321232,-0.09040531474,-0.2230657638,1.523188312,1.635575481,0.8453085124,0.1880628013,0,1.300122548,1.380782045,0.6091159405,-0.05584592647,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.135,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.386220249,0.6083575409,-0.09019587388,-0.2230657638,1.523188312,1.636171533,0.8460369821,0.1885844112,0,1.300122548,1.381361277,0.6097503254,-0.055649031,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.137,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.386569418,0.6086805924,-0.08998813811,-0.2230657638,1.523188312,1.636761747,0.8467571114,0.1890983541,0,1.300122548,1.381932913,0.6103743868,-0.05545724143,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.139,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.386915719,0.609001283,-0.08978210776,-0.2230657638,1.523188312,1.637346191,0.8474690099,0.1896047673,0,1.300122548,1.382497085,0.6109883414,-0.05527042072,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.141,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.387259178,0.6093196185,-0.08957778214,-0.2230657638,1.523188312,1.637924932,0.8481727862,0.1901037854,0,1.300122548,1.383053922,0.6115924002,-0.05508843594,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.143,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.387599825,0.6096356056,-0.08937515965,-0.2230657638,1.523188312,1.638498036,0.8488685476,0.1905955404,0,1.300122548,1.383603552,0.6121867692,-0.05491115816,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.145,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.387937687,0.6099492514,-0.08917423784,-0.2230657638,1.523188312,1.639065567,0.8495564005,0.1910801621,0,1.300122548,1.3841461,0.6127716491,-0.05473846227,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.147,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.388272791,0.6102605638,-0.08897501339,-0.2230657638,1.523188312,1.63962759,0.8502364499,0.1915577774,0,1.300122548,1.384681687,0.6133472354,-0.0545702269,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.149,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.388605165,0.6105695511,-0.08877748226,-0.2230657638,1.523188312,1.64018417,0.8509087998,0.192028511,0,1.300122548,1.385210433,0.6139137192,-0.05440633425,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.151,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.388934835,0.6108762222,-0.08858163964,-0.2230657638,1.523188312,1.64073537,0.8515735531,0.192492485,0,1.300122548,1.385732455,0.6144712864,-0.05424667001,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.153,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.389261829,0.6111805866,-0.0883874801,-0.2230657638,1.523188312,1.641281252,0.8522308113,0.1929498195,0,1.300122548,1.386247868,0.6150201187,-0.05409112323,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.155,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.389586172,0.6114826541,-0.08819499752,-0.2230657638,1.523188312,1.641821878,0.8528806749,0.1934006318,0,1.300122548,1.386756782,0.6155603932,-0.05393958619,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
0.157,0.761594156,0.5385283922,4.663419227e-17,-0.5385283922,-0.761594156,1.300122548,1.38990789,0.611782435,-0.08800418523,-0.2230657638,1.523188312,1.64235731,0.8535232432,0.1938450373,0,1.300122548,1.387259309,0.6160922825,-0.05379195434,-0.2230657638,0.761594156,0.5385283922,1.399025768e-16,-0.5385283922,-0.761594156
